item_id,categories
341,All Beauty
342,All Beauty
343,All Beauty
344,All Beauty
345,All Beauty
346,All Beauty
347,All Beauty
348,All Beauty
349,All Beauty
350,All Beauty
351,Premium Beauty
352,All Beauty
353,All Beauty
354,All Beauty
355,All Beauty
356,All Beauty
